dataset,recording,location,id,width,TPlat,PAassym,fr,frLog,ratio10ms,ratio10msLog,amp,PTratio,RepSlope,RecSlope,Duration,BurstRatio,BurstRatioLog,DistFromGCtop,DistFromGCbot,ClusterDG,DistanceDG,ClusterCA13,DistanceCA13
2,6,molDG,29,0.26,0.5,1.21296,1.00792789,0.00342946,0.00219298,-2.65896484,0.41059285,0.35350165,0.04966557,-0.00512648,0.76666667,0.17421603,-0.75891189,-35,,4,5.82995297070051,,0
2,6,molDG,226,0.25666667,0.46666667,1.03216779,3.89162354,0.59013082,0.06035704,-1.21927205,0.32306552,0.42085946,0.04451277,-0.0047085,0.9,0.83401139,-0.07882802,-35,,4,2.30775789749354,,0
2,6,DG,2,0.23,0.43333333,1.02252448,0.34789298,-0.45855433,0.09235669,-1.03453165,0.3621226,0.41655597,0.06201679,-0.00578046,0.86666667,6.96202532,0.8427356,25,,3,3.44343195574784,,0
2,6,DG,7,0.17333333,0.23333333,1.03196049,8.13161336,0.91017672,0.04886302,-1.31101968,0.42050976,0.50890386,0.07809105,-0.00900023,0.46666667,0.37526805,-0.42565841,22,,2,0.487580607049274,,0
2,6,DG,8,0.13666667,0.16666667,0.99104333,8.31087351,0.91964667,0.41431412,-0.38267027,0.47550893,0.53929073,0.10355399,-0.01154475,0.46666667,1.0655885,0.02758952,21,,2,2.96100901062034,,0
2,6,DG,24,0.22333333,0.46666667,1.01684785,1.97290681,0.29510657,0.01340034,-1.87288434,0.36905003,0.32477021,0.05741579,-0.00448606,0.9,0.390625,-0.40823997,-2,,4,2.64281419185954,,0
3,1,CA1,66,0.18333333,0.23333333,1.00437534,0.98932922,-0.00465916,0.20163934,-0.69542472,0.21443862,0.71812785,0.0407931,-0.00642094,0.53333333,10.90909091,1.03778856,-74,,,0,3,10.7390011892271
3,1,CA1,69,0.21666667,0.5,0.83062595,5.93602181,0.77349549,0.21372602,-0.6701426,0.251127,0.22502069,0.03254205,-0.00177492,0.66666667,0.97227969,-0.01220879,-74,,,0,2,3.46552594137434
3,1,CA1,73,0.20333333,0.43333333,0.09736566,1.49306922,0.17407994,0.14347826,-0.8432139,0.41057801,0.13378327,0.06325203,0.00036294,0.6,0.50505051,-0.29666519,-77,,,0,2,6.07162096907214
3,1,CA1,77,0.24666667,0.26666667,1.04596364,16.10013906,1.20682963,0.02437568,-1.61304319,0.29448125,0.63451231,0.050791,-0.00648528,0.5,0.08473091,-1.07195815,-82,,,0,1,4.73329346422696
3,1,CA1,81,0.21,0.23333333,1.06450033,23.17860235,1.36508724,0.18858406,-0.72449501,0.47462833,0.53662324,0.09356766,-0.01058737,0.46666667,0.74121304,-0.13005695,-85,,,0,3,2.10274797799135
3,1,CA1,82,0.19333333,0.23333333,1.00602961,0.35828818,-0.44576752,0.28787879,-0.54079033,0.35448256,0.33186224,0.06328537,-0.00450937,0.43333333,11.2244898,1.05016661,-86,,,0,3,8.78281941434715
3,1,CA1,84,0.5,0.86666667,1.03824532,1.49702114,0.17522793,0.08531317,-1.0689839,0.28845569,0.42992026,0.01246397,-0.00336746,1.2,0.13333333,-0.87506126,-87,,,0,2,20.5356610704569
3,1,CA1,86,0.22666667,0.43333333,1.10304832,0.2907874,-0.53642442,0.29545455,-0.52950932,0.40439945,0.1630649,0.06653932,-0.00025402,0.76666667,16.32653061,1.21289391,-88,,,0,2,6.60261227016044
3,1,CA1,95,0.20666667,0.33333333,0.40252179,1.50431147,0.17733777,0.11840689,-0.92662303,0.29651812,0.11053942,0.0517587,0.00085232,0.53333333,2.33702337,0.36866306,-85,,,0,2,5.36119370980145
3,1,CA1,98,0.12666667,0.2,0.84758288,22.7173524,1.35635772,0.17048579,-0.76831181,0.32368708,0.64395505,0.07212321,-0.00781992,0.3,0.6074043,-0.21652214,-95,,,0,3,3.32771210078756
3,1,molDG,180,0.29,0.53333333,1.01880622,2.98588173,0.4750726,0.00483351,-2.31573717,0.39449346,0.26496887,0.03748614,-0.00250292,0.83333333,0.16339869,-0.78675142,-58,,4,2.74294637225113,,0
3,1,DG,4,0.32333333,0.6,1.20070183,5.69254134,0.75530619,0.02698695,-1.56884617,0.38818583,0.30676189,0.02552879,-0.00276928,0.8,0.55965056,-0.25208306,35,,4,2.39550804641899,,0
3,1,DG,8,0.25666667,0.63333333,1.04070807,1.17380975,0.06959771,0.12876712,-0.89019501,0.24021399,0.31133661,0.03260008,-0.0025753,1,30.71428571,1.48734042,29,,3,2.66885912968642,,0
3,1,DG,9,0.26666667,0.46666667,1.12620616,0.8273249,-0.08232391,0.04854369,-1.31386722,0.21096361,0.2384084,0.02921789,-0.00056061,0.76666667,2.5,0.39794001,29,,3,3.26635567694685,,0
3,1,DG,11,0.20333333,0.3,1.01929402,21.0136705,1.32250192,0.22049405,-0.65660312,0.37278342,0.53538883,0.05687125,-0.00875451,0.56666667,0.68313302,-0.16549472,27,,2,3.56411821297142,,0
3,1,DG,12,0.19333333,0.7,0.59684879,1.5709553,0.19616383,0.0542477,-1.26561869,0.50016034,0.17559303,0.07198077,-0.00394034,0.96666667,0.68965517,-0.161368,27,,3,8.69675276824693,,0
3,1,DG,14,0.18,0.23333333,0.96520376,6.68799706,0.82529607,0.11116435,-0.95403446,0.26304409,0.38889995,0.05108286,-0.00430072,0.56666667,0.92533504,-0.03370099,25,,2,6.74334611481944,,0
3,1,DG,15,0.25333333,0.5,1.06302488,1.36324629,0.13457433,0.35176471,-0.45374774,0.33260852,0.19878846,0.04536089,-0.0000455,0.83333333,27.14723926,1.43372567,23,,3,1.84811170561092,,0
3,1,DG,16,0.30666667,0.7,-0.21835132,13.97006042,1.14519828,0.03898635,-1.40908737,0.26881078,0.25820091,0.02125426,-0.00246722,0.83333333,0.16509253,-0.78227258,23,,4,4.23970851628233,,0
3,1,DG,17,0.2,0.46666667,0.01838181,2.27851479,0.35765185,0.00704225,-2.15228834,0.3846783,0.34707963,0.05309283,-0.00597787,0.56666667,0.05910165,-1.22840036,23,,4,4.0631895603743,,0
3,1,DG,18,0.33,0.86666667,0.98357046,6.83205301,0.83455123,0.02534212,-1.59615708,0.27431843,0.28023952,0.03467022,-0.00313325,1.16666667,0.328125,-0.48396068,21,,4,9.91640897370151,,0
3,1,DG,20,0.23666667,0.53333333,0.68545508,5.07843793,0.70573015,0.00979772,-2.00887478,0.39207968,0.23820518,0.04299578,-0.00295907,0.66666667,0.14802632,-0.82966107,19,,4,1.43165208982673,,0
3,1,DG,23,0.22333333,0.33333333,1.03000283,1.88039309,0.27424865,0.00548697,-2.26066754,0.33058211,0.25256932,0.05909644,-0.0021015,0.7,0.35714286,-0.44715803,17,,4,4.79481805997066,,0
3,1,DG,26,0.18666667,0.3,1.00286722,21.73634068,1.33718643,0.01967286,-1.70613259,0.37763208,0.52805048,0.06012046,-0.00794689,0.46666667,0.00260831,-2.58364078,16,,2,8.66844426851784,,0
3,1,DG,30,0.28,0.46666667,1.05532324,4.40001957,0.64345461,0.46921676,-0.32862649,0.36233118,0.49486008,0.0299874,-0.00650035,0.7,23.69893677,1.37472886,12,,3,3.25904227900334,,0
3,1,DG,33,0.26333333,0.6,1.07705534,11.03664004,1.04283688,0.021919,-1.65917924,0.28530914,0.38218167,0.02469078,-0.00398431,0.83333333,0.3125,-0.50514998,10,,4,1.21591714861352,,0
3,1,DG,44,0.19333333,0.3,1.11904061,1.02175126,0.00934518,0.00553506,-2.25687803,0.55123848,0.30179936,0.10234655,-0.00544086,0.56666667,0.50505051,-0.29666519,4,,2,8.79787994801648,,0
3,1,DG,50,0.14666667,0.23333333,0.37813449,11.48103664,1.0599811,0.11287847,-0.94738888,0.37657887,0.58320618,0.07354499,-0.0101513,0.36666667,0.61174256,-0.2134313,1,,2,1.58785367494402,,0
3,1,DG,171,0.23666667,0.5,0.88978881,0.53924206,-0.26821624,0.49096386,-0.30895048,0.27552065,0.23612824,0.03190891,-0.00187534,0.66666667,257.14285714,2.41017447,35,,3,4.55804800184005,,0
3,1,DG,174,0.31333333,0.53333333,1.10204268,0.52268534,-0.28175968,0.36075949,-0.44278223,0.35237819,0.27146235,0.03411448,-0.00198275,0.83333333,39.41176471,1.59562588,23,,3,2.0488087007314,,0
3,1,DG,177,0.24666667,0.53333333,0.99742347,1.27146222,0.10430346,0.00414938,-2.38201704,0.47350299,0.24143064,0.05339135,-0.00331207,0.76666667,0.27829314,-0.55549751,19,,4,5.45284579154244,,0
3,1,DG,197,0.22,0.5,0.85546708,5.31481968,0.72548853,0.00181378,-2.74141425,0.34215122,0.22696811,0.04355853,-0.0023971,0.66666667,0.03736921,-1.42748611,11,,4,4.62233474937475,,0
3,1,DG,199,0.22333333,0.4,1.03775227,1.57221319,0.19651143,0.03219107,-1.49226459,0.38035414,0.22743505,0.06043135,-0.00192966,0.73333333,0.18315018,-0.73719264,4,,4,3.6037350843082,,0
3,2,CA1,132,0.31666667,0.5,0.96070188,56.81714661,1.75447942,0.4966082,-0.30398611,0.34190118,0.41378495,0.02615859,-0.00533545,0.76666667,1.29717751,0.11299941,-94,,,0,2,10.5005177101291
3,2,CA1,133,0.25333333,0.4,-0.35592896,11.34646048,1.0548604,0.34522986,-0.46189165,0.45328182,0.18515146,0.05294903,-0.00310864,0.56666667,0.75935102,-0.11955742,-94,,,0,2,8.70247948473198
3,2,DG,13,0.26,0.36666667,1.09051991,1.99677979,0.30033017,0.06523955,-1.18548903,0.35798773,0.34645298,0.04251443,-0.00283304,0.6,4.7759434,0.67905917,43,,3,2.39460050884965,,0
3,2,DG,21,0.23333333,0.4,0.29565412,12.81474098,1.10770983,0.01104362,-1.95688845,0.27539867,0.43706369,0.03625173,-0.0047142,0.6,0.08954556,-1.04795596,36,,4,2.09728606370065,,0
3,2,DG,25,0.15333333,0.23333333,1.05496025,2.41977163,0.38377438,0.00791557,-2.10151796,0.30686605,1.5637418,0.05277828,-0.01471739,0.43333333,0.09633911,-1.01619735,37,,2,34.6217858899871,,0
3,2,DG,26,0.28666667,0.46666667,1.04501629,0.4380239,-0.3585022,0.09507042,-1.02195458,0.32003903,0.32894748,0.03027674,-0.00286695,0.7,9.67741935,0.98575956,31,,3,1.48045645471264,,0
3,2,DG,27,0.30333333,0.53333333,0.95992905,0.45490598,-0.34207836,0.26538462,-0.57612426,0.35744631,0.33801186,0.02984897,-0.00366611,0.8,67.74193548,1.8308576,29,,3,2.14494251413177,,0
3,2,DG,30,0.13666667,0.16666667,1.0152334,14.88820802,1.17284243,0.08305603,-1.08062885,0.57201111,0.77718991,0.12633307,-0.0188248,0.33333333,0.25749463,-0.58923183,26,,2,11.9346942078563,,0
3,2,DG,32,0.30333333,0.53333333,0.99976569,0.24639749,-0.60836373,0.1878453,-0.72619966,0.33046165,0.32782871,0.02257728,-0.00316834,0.73333333,33.33333333,1.52287875,26,,3,2.73826510989576,,0
3,2,DG,35,0.18666667,0.26666667,0.93678486,8.65551273,0.9372928,0.01854242,-1.73183348,0.49333477,0.51653206,0.09929489,-0.01053064,0.5,0.05871416,-1.23125715,25,,2,2.5471304039526,,0
3,2,DG,40,0.29666667,0.46666667,1.00961947,1.49788733,0.17547915,0.53014706,-0.27560364,0.3592712,0.34235767,0.03218747,-0.00335343,0.73333333,91.31944444,1.96056326,21,,3,2.24726248215838,,0
3,2,DG,41,0.22666667,0.5,0.18999431,2.01937534,0.30521705,0.18953252,-0.72231626,0.30820405,0.07881685,0.04539851,0.00153073,0.76666667,12.05164993,1.08104651,18,,3,3.8050244582801,,0
3,2,DG,42,0.30666667,,,27.1482653,1.43374208,0.00727558,-2.13813259,,,,,,0.00974363,-2.01127903,18,,,0,,0
3,2,DG,43,0.26,0.56666667,1.08876896,7.05950798,0.84877443,0.05,-1.30103,0.35852703,0.39063239,0.05524554,-0.00577265,0.83333333,0.05997258,-1.22204724,17,,4,1.30916288930263,,0
3,2,DG,44,0.24,0.36666667,1.09980989,30.35928336,1.48229152,0.03023442,-1.51949841,0.35748246,0.53495818,0.04154396,-0.00697271,0.56666667,0.03007006,-1.52186566,21,,4,4.46922491786125,,0
3,2,DG,47,0.23666667,0.3,1.04102218,3.08527336,0.48929365,0.01233299,-1.90893159,0.40918797,0.34990215,0.05311151,-0.00437143,0.53333333,0.11875341,-0.92535391,16,,4,4.19866786245265,,0
3,2,DG,48,0.22,0.43333333,1.00938678,1.66412139,0.221185,0.03282675,-1.48377214,0.44763383,0.24437745,0.06389475,-0.00333047,0.66666667,0.42881647,-0.36772855,15,,4,4.34897946262422,,0
3,2,DG,49,0.35666667,0.66666667,1.14348269,11.18368344,1.04858487,0.281912,-0.54988643,0.38832822,0.30217209,0.02183528,-0.00261001,0.93333333,4.31714901,0.63519704,14,,3,5.39141773832907,,0
3,2,DG,50,0.3,0.46666667,1.0709281,0.64043079,-0.19352779,0.07117438,-1.14767632,0.23840699,0.34094262,0.02383953,-0.00247477,0.73333333,10.71428571,1.02996322,14,,3,2.06319245750441,,0
3,2,DG,51,0.21666667,0.6,0.49416655,14.4854521,1.16093205,0.01849267,-1.73300032,0.40598285,0.34713027,0.04898102,-0.00588111,0.73333333,0.04122521,-1.38483709,13,,4,1.7598249424839,,0
3,2,DG,53,0.14,0.26666667,0.56641626,13.98829253,1.14576471,0.12172461,-0.9146216,0.68716645,0.18379931,0.14657781,-0.00576732,0.5,0.04632662,-1.3341694,13,,2,12.8281381776926,,0
3,2,DG,60,0.31666667,0.66666667,0.8232314,7.10661867,0.85166301,0.26647687,-0.57434048,0.3029882,0.20792763,0.02609968,-0.00141575,0.83333333,4.74560264,0.67629137,10,,3,3.30253936932159,,0
3,2,DG,61,0.17666667,0.46666667,0.8564772,2.04986737,0.31172576,0.14915254,-0.82636934,0.48441499,0.22566046,0.08562075,-0.0048843,0.6,6.85579196,0.83605763,10,,3,6.80709960170981,,0
3,2,DG,63,0.19,0.46666667,0.98501074,5.70893239,0.7565549,0.07969471,-1.0985705,0.37616339,0.30288133,0.06024281,-0.0049138,0.63333333,1.95837275,0.29189536,10,,3,4.07874245098625,,0
3,2,DG,66,0.24333333,0.6,0.11827762,10.45862302,1.01947451,0.03780335,-1.42246977,0.40752426,0.31164804,0.04208116,-0.00547731,0.76666667,0.28865658,-0.53961854,6,,4,1.72147447260994,,0
3,2,DG,75,0.11333333,0.2,0.00921288,7.45025648,0.87217122,0.37581699,-0.42502359,0.53180826,0.33597508,0.11263836,-0.0096008,0.3,8.6899706,0.93901831,5,,2,6.47207404140834,,0
3,2,DG,82,0.20666667,0.3,1.06257474,0.91285853,-0.03959652,0.10356347,-0.98479339,0.44584581,0.3549026,0.07918875,-0.00564443,0.56666667,10.86956522,1.03621217,2,,2,5.91596485129124,,0
3,2,DG,89,0.15666667,0.23333333,0.64615947,18.76555452,1.2733614,0.06338827,-1.19799108,0.64627862,0.39454341,0.13060163,-0.01229419,0.43333333,0.1676074,-0.7757068,0,,2,6.64545313007898,,0
3,2,DG,246,0.17666667,0.26666667,1.04402184,0.81967765,-0.08635691,0.0086741,-2.06177549,0.39703003,0.35523579,0.07905234,-0.00549196,0.53333333,0.61349693,-0.2121876,32,,2,6.75691275977938,,0
3,2,DG,248,0.3,0.5,1.02397466,0.81528897,-0.08868843,0.05590062,-1.25258337,0.33754745,0.37046981,0.02325265,-0.00372047,0.76666667,3.20512821,0.50584541,25,,3,1.58681259717085,,0
3,2,DG,249,0.27333333,0.53333333,0.91586423,4.08997607,0.61172077,0.13793964,-0.86031092,0.39627635,0.27369672,0.03763288,-0.0032832,0.7,5.13029316,0.71014218,21,,3,1.12666883659568,,0
3,2,DG,250,0.25333333,0.5,0.90459782,7.67782651,0.88523829,0.06585013,-1.1814434,0.30721694,0.25794065,0.03244456,-0.00226851,0.66666667,0.81241744,-0.09022076,13,,4,2.21993457135017,,0
3,2,DG,251,0.27333333,0.53333333,0.90604162,0.47667583,-0.32177687,0.17484009,-0.75735899,0.26804602,0.28001279,0.02383596,-0.00222114,0.7,22.68041237,1.35565095,13,,3,1.73768860333657,,0
3,2,DG,252,0.28333333,0.46666667,1.03667855,7.56250497,0.87866567,0.36882943,-0.43317443,0.35601467,0.35768101,0.03189056,-0.00385277,0.73333333,11.44921191,1.05877559,13,,3,2.06161335440965,,0
3,3,CA1,91,0.14666667,0.2,1.0599817,6.78336564,0.83144523,0.08496109,-1.07077991,0.29319829,0.68115324,0.06363299,-0.00744522,0.36666667,0.50594361,-0.29589789,-73,,,0,3,3.25853449506472
3,3,CA1,101,0.31,0.5,0.9674837,27.75192244,1.44329307,0.08114194,-1.09075462,0.35551053,0.51688492,0.03616394,-0.00660739,0.76666667,0.12989303,-0.88641415,-98,,,0,1,4.20668493539085
3,3,DG,13,0.18666667,0.5,1.07138813,3.46189397,0.53931376,0.00739312,-2.13117218,0.51528877,0.21042651,0.08002321,-0.00351275,0.9,0.14780541,-0.83030967,42,,4,7.0425170055115,,0
3,3,DG,20,0.22666667,0.33333333,0.98177999,8.70990015,0.94001318,0.0033194,-2.4789404,0.44744599,0.5535683,0.07022958,-0.00982696,0.56666667,0.01651437,-1.78213806,37,,2,8.95509512817932,,0
3,3,DG,22,0.15666667,0.3,1.13667595,35.03628099,1.544518,0.01946465,-1.71075349,0.29561743,0.28944501,0.0559742,-0.00100659,0.5,0.0041685,-2.38002037,30,,4,9.33072866579758,,0
3,3,DG,23,0.24666667,0.63333333,1.06008816,20.36460848,1.30887606,0.04821748,-1.31679551,0.26046613,0.33672535,0.0376649,-0.00299914,0.9,0.15710786,-0.80380208,30,,4,2.44387022828883,,0
3,3,DG,26,0.13333333,0.3,0.84825128,0.21628944,-0.66496468,0.50326797,-0.29820071,0.47738177,0.16796206,0.087418,-0.00541307,0.43333333,163.33333333,2.21307483,29,,3,16.8655385490993,,0
3,3,DG,30,0.22333333,0.56666667,0.80781096,0.46434047,-0.33316346,0.13411079,-0.87253629,0.4898949,0.25102833,0.06866672,-0.00333526,1.16666667,26.82926829,1.42860883,25,,3,7.73241456556457,,0
3,3,DG,31,0.13333333,0.3,0.6101501,0.14944809,-0.82550963,0.30188679,-0.52015589,0.38580501,0.20381944,0.07117351,-0.00385421,0.46666667,27.77777778,1.4436975,25,,3,12.0507253231197,,0
3,3,DG,32,0.22333333,0.46666667,-0.49262482,12.5469668,1.09853875,0.0062308,-2.2054565,0.20632133,0.27829406,0.02326265,-0.00238695,0.6,0.04482741,-1.34845631,20,,4,5.24104565222189,,0
3,3,DG,33,0.22,0.56666667,0.75575584,26.6260914,1.42530742,0.07951255,-1.09956433,0.4122771,0.20044397,0.05873333,-0.00256353,1.2,0.0806746,-1.09326315,22,,4,7.96027682533995,,0
3,3,DG,34,0.32,0.53333333,1.02646792,5.02964877,0.70153766,0.35431385,-0.45061187,0.32902238,0.42036426,0.02423249,-0.00501069,0.76666667,15.91650359,1.20184767,18,,3,2.18100587383313,,0
3,3,DG,37,0.12,0.23333333,0.29054677,15.56786287,1.192229,0.09696826,-1.01337041,0.7317971,0.1931338,0.14703034,-0.00645469,0.33333333,0.28825411,-0.54022449,17,,2,13.7659988682376,,0
3,3,DG,42,0.30333333,0.56666667,0.36778539,24.95199857,1.39710534,0.03257231,-1.48715142,0.38783908,0.25076121,0.03751468,-0.00388821,0.76666667,0.03721505,-1.42928136,15,,4,2.16725389478714,,0
3,3,DG,46,0.24666667,0.36666667,2.13421249,1.92294738,0.2839674,0.52236752,-0.28202384,0.33016759,0.43175945,0.04131669,-0.00391656,0.53333333,48.77232143,1.68817343,14,,3,5.6327314834185,,0
3,3,DG,51,0.29,0.63333333,0.69912738,7.03582205,0.84731485,0.39543379,-0.40292622,0.37126625,0.24266821,0.0427848,-0.00235397,1.26666667,12.2842197,1.08934758,14,,3,7.59091556116257,,0
3,3,DG,62,0.25333333,0.63333333,0.77471685,8.44044227,0.9263652,0.01561112,-1.80656599,0.35514808,0.27543512,0.04569395,-0.00239929,1.23333333,0.23199165,-0.63452765,6,,4,6.06082987568926,,0
3,3,DG,81,0.19,0.5,0.82114583,1.18390684,0.07331753,0.00643501,-2.19145101,0.43006274,0.19246241,0.06647222,-0.00277731,1.13333333,0.04322455,-1.3642695,1,,4,8.85548164165984,,0
3,3,DG,237,0.22666667,0.56666667,0.83199239,2.16681379,0.33582159,0.29001772,-0.53757547,0.45090568,0.29575145,0.0617446,-0.00323432,1.16666667,21.9851577,1.34212959,25,,3,5.69000841073546,,0
3,3,DG,238,0.21333333,0.56666667,0.76697671,1.56523874,0.19458059,0.48650519,-0.31291252,0.4251796,0.19638795,0.06184366,-0.00272709,1.2,46.10849057,1.66378091,22,,3,7.2039345151505,,0
3,3,DG,239,0.27666667,0.66666667,1.09696865,2.51550676,0.40062549,0.32453152,-0.48874312,0.25567615,0.46073744,0.03013893,-0.00214988,0.93333333,17.1189146,1.23347623,10,,3,2.83634997330771,,0
3,3,DG,258,0.24,0.56666667,1.06459165,0.5281089,-0.27727651,0.06185567,-1.20862048,0.35953414,0.39573717,0.04690443,-0.00284177,0.83333333,3.44827586,0.537602,25,,3,1.94672396336678,,0
3,4,CA1,52,0.23333333,0.6,-0.15039244,0.61143778,-0.21364773,0.2120075,-0.67364877,0.2593199,0.26801348,0.02749583,-0.00311831,0.73333333,47.5,1.67669361,-62,,,0,2,2.52809904375333
3,4,CA1,60,0.21333333,0.6,0.18909855,0.45736918,-0.3397331,0.07070707,-1.15053715,0.20869194,0.24516045,0.02542858,-0.00206864,0.73333333,1.77514793,0.24923455,-67,,,0,2,2.63169254334621
3,4,CA1,146,0.26666667,0.56666667,-0.13748902,0.85338602,-0.06885447,0.45342466,-0.34349487,0.23421752,0.28613412,0.02334133,-0.00293503,0.7,117.72151899,2.07085586,-62,,,0,2,4.00831259059863
3,4,DG,4,0.21333333,0.36666667,1.16476715,3.29210211,0.5174733,0.21723773,-0.66306475,0.32913923,0.23806107,0.05466853,0.00057353,0.56666667,6.4570466,0.81003392,32,,3,4.28818506972674,,0
3,4,DG,9,0.24,0.56666667,0.56568176,0.69161392,-0.16013627,0.05993151,-1.2223448,0.26052478,0.32535785,0.04170175,-0.00364894,0.8,5.84415584,0.76672179,29,,3,1.61029230495424,,0
3,4,DG,13,0.24333333,0.33333333,1.05556536,20.56273082,1.31308079,0.00903197,-2.04421741,0.26948285,0.62301385,0.0413706,-0.00614204,0.56666667,0.03531503,-1.45204037,24,,4,5.4369178187939,,0
3,4,DG,15,0.19,0.23333333,0.9740445,0.87710619,-0.05694782,0.15833333,-0.80042765,0.5169915,0.19095439,0.10765388,0.00211173,0.4,23.56321839,1.37223461,23,,2,17.1433053934252,,0
3,4,DG,17,0.20333333,0.33333333,0.82184738,0.6066217,-0.21708206,0.43933054,-0.3572086,0.38291919,0.17983997,0.06899348,0.0008828,0.53333333,161.95652174,2.20939844,20,,3,8.88737602830007,,0
3,4,DG,28,0.17333333,0.5,1.05346155,3.68047502,0.56590387,0.30926557,-0.50966842,0.36551201,0.27146247,0.06205249,-0.00509682,0.7,19.67592593,1.29393518,9,,3,3.39994100107196,,0
3,4,DG,32,0.15333333,0.23333333,0.76200527,8.68190663,0.93861511,0.11301822,-0.94685154,0.51481986,0.54809225,0.10053482,-0.01235137,0.36666667,0.54008909,-0.2675346,7,,2,1.49960745557855,,0
3,4,DG,38,0.13666667,0.2,1.05340993,1.64848522,0.21708506,0.09527121,-1.02103832,0.54370159,0.58512366,0.11183436,-0.01279336,0.46666667,3.69955157,0.56814909,4,,2,4.27666829534443,,0
3,4,DG,39,0.21,0.6,-0.06368233,1.43030975,0.1554301,0.00404531,-2.39304847,0.47528869,0.24402915,0.0585536,-0.00548287,0.73333333,0.20335536,-0.69174437,4,,4,6.68058448441847,,0
3,4,DG,143,0.31,0.7,0.75655568,5.54218813,0.74368126,0.0401152,-1.39669101,0.34559572,0.33401412,0.02726194,-0.0026937,0.86666667,0.65202471,-0.18573595,20,,4,3.18728791946248,,0
3,4,DG,162,0.27666667,0.7,1.16118884,0.3657078,-0.43686577,0.42244224,-0.37423266,0.30140811,0.2957015,0.03223721,-0.0019161,0.93333333,96,1.98227123,15,,3,4.80724321731985,,0
3,5,CA1,48,0.33,0.7,0.39370573,0.58138835,-0.23553367,0.07518797,-1.12385164,0.14675611,0.37910929,0.00823307,-0.00242332,0.83333333,1.66597251,0.22166783,-69,,,0,2,4.59194812173498
3,5,DG,0,0.21666667,0.36666667,1.00355637,9.55677963,0.98031157,0.14266227,-0.84569087,0.49636465,0.4483096,0.07301691,-0.00933868,0.53333333,2.38159798,0.37686845,29,,2,2.12973379402245,,0
3,5,DG,4,0.30666667,0.36666667,0.97696644,3.70912238,0.56927116,0.26885823,-0.57047666,0.37441692,0.30996969,0.057047,-0.00198337,0.83333333,3.93105159,0.59450874,29,,3,2.36598538140263,,0
3,5,DG,10,0.19333333,0.46666667,1.08640027,15.07583144,1.17828127,0.02816597,-1.55027528,0.38273737,0.3977308,0.06139406,-0.0070668,0.66666667,0.06649694,-1.17719833,26,,4,2.64950520136687,,0
3,5,DG,17,0.24,0.66666667,0.8184033,0.30511112,-0.51554196,0.12837838,-0.89150811,0.36917716,0.26386571,0.0456523,-0.00253219,1.26666667,1.80722892,0.25701317,25,,3,8.20403384472277,,0
3,5,DG,30,0.19333333,0.23333333,1.02217245,11.00837563,1.04172324,0.05756677,-1.23982817,0.52297908,0.58218575,0.10343037,-0.01251582,0.46666667,0.11183408,-0.95142583,17,,2,2.31848490400018,,0
3,5,DG,35,0.20333333,0.4,0.4926047,38.91638163,1.59013245,0.04584519,-1.3387062,0.43246278,0.38611504,0.05716664,-0.00603301,0.53333333,0.01476284,-1.83083011,11,,4,5.91549370046845,,0
3,5,DG,38,0.2,0.3,1.03778744,16.11767735,1.20730246,0.21129117,-0.67511866,0.34027246,0.56320739,0.06443066,-0.00810673,0.7,0.34336749,-0.46424082,10,,2,4.43677718456679,,0
3,5,DG,41,0.17333333,0.36666667,1.23966944,0.7166094,-0.1447175,0.16261398,-0.78884212,0.48088032,0.2203611,0.08363303,-0.00281718,0.53333333,12.83783784,1.10849189,-3,,3,8.36880483633762,,0
3,6,CA1,49,0.14666667,0.33333333,1.09442532,3.76764506,0.57606998,0.09563164,-1.01939839,0.57463503,0.40404859,0.09719431,-0.01094694,0.43333333,0.24326954,-0.61391226,-54,,,0,3,2.6245018288795
3,6,CA1,50,0.13666667,0.26666667,0.37776396,2.3031311,0.36231866,0.06650602,-1.17713901,0.42060903,0.26891953,0.07898276,-0.00546513,0.36666667,1.01088647,0.00470238,-58,,,0,3,2.27083361015179
3,6,CA1,51,0.26333333,0.6,0.65241373,0.44445388,-0.3521733,0.4035533,-0.3940991,0.20050544,0.25397462,0.02003713,-0.00155715,0.76666667,18.85245902,1.27536801,-60,,,0,2,2.7749632235737
3,6,CA1,58,0.28666667,0.73333333,-0.36033416,8.81232376,0.94509044,0.16549296,-0.78122048,0.24435447,0.1529637,0.02408108,-0.00120297,0.86666667,0.11658894,-0.93334264,-68,,,0,2,7.13339975230491
3,6,CA1,60,0.21666667,0.36666667,0.76801801,5.45056325,0.73644138,0.03868866,-1.41241633,0.24136409,0.17491364,0.03781997,-0.00049476,0.93333333,0.21568627,-0.66617749,-76,,,0,1,4.11368536497064
3,6,CA1,65,0.32666667,0.73333333,1.00391054,10.66079576,1.02778962,0.10321172,-0.98627097,0.18371181,0.47225422,0.01424982,-0.00349819,1.1,0.36147388,-0.44192308,-75,,,0,2,9.55435004433076
3,6,CA1,68,0.2,0.56666667,0.71951818,2.44808619,0.3888267,0.00320513,-2.49415459,0.42074525,0.37568271,0.06010011,-0.00692719,0.83333333,0.09532888,-1.02077549,-81,,,0,1,3.82656520186097
3,6,CA1,69,0.15,0.23333333,0.9189989,11.53849222,1.06214906,0.17843081,-0.74853016,0.36201459,0.56395221,0.07273,-0.00927032,0.36666667,1.62850913,0.2117902,-84,,,0,3,1.47006855926808
